speaker,start,end,text
SPEAKER_04,1812.64,1839.52," какой есть в платформе, который тоже там что-то... А платформенный механизм умеет только комментарии расставлять со скобочками. Вот, вот смотрите, вот здесь реальный конфликт да мы взяли что-то действительно доработали. Хотя на самом деле это не очень показательно. А, здесь артефакт, вот я могу даже показать конкретно, да, то есть на самом деле смотрим, если я медленно прокручу, к сожалению, узкий экран."
SPEAKER_00,1839.9,1854.56," Да, сейчас, подожди, тут хороший как раз комментарий Антон про экран оставил. Да, как раз таки у Артема стандартный экран 21. стандартный экран 21 на 9, просто он сейчас под нас чуть-чуть укомплектовал картиночку как-то в 3х4, в 4х3."
SPEAKER_04,1854.58,1863.0," Стандартно у меня их три экрана. Два квадратных и один танк и щель. На 21.9 ходить, смотреть, гораздо приятнее."
SPEAKER_00,1863.0,1870.02," Слушай, еще такой вот интересный вопрос от Алексея пришел. Верно, я понимаю, что такие программы по процедурной не умеют сравнивать."
SPEAKER_04,1870.74,1878.0," Да, абсолютно верно, понимаешь, и здесь вся надежда на механизм сравнения EDT. EDT в этом... И это не просто. И это не просто. И это не просто."
SPEAKER_00,1878.0,1884.0," И это не просто. И это не просто. А что плохого, что они не умеют попроцедурно сравнивать? Потому что если..."
SPEAKER_04,1884.0,1903.04," Сейчас все меньше, но раньше 1С очень часто грешил такой штукой, что они рефакторили модули, причем рефакторили экстрешно. То есть мало того, что между модулями переезжала, могли просто внутри модуля пересортировать процед, и, соответственно, вот такие инструменты это сильно ломает."
SPEAKER_00,1904.42,1909.34," Ну, сейчас ушли те времена, сейчас попроще, не так много рефактурировано. Сейчас редко такое встречается."
SPEAKER_04,1909.46,1913.28," То есть я прям реально регулярно обновляю, то есть у меня там обновление,"
SPEAKER_04,1915.32,1916.14," ну, штук 5 в месяц проходит."
SPEAKER_00,1925.4,1935.22," Как минимум. Редко редко стало лучше. И еще ребята очень хотят посмотреть на мерш-форм. Ты это поболочь нас. Не попадется, скорее всего давай сделаем нет как-нибудь сами что-нибудь замерзем. В смысле, сами изменим форму."
SPEAKER_04,1935.22,1972.24," Только на пальцах. Так, давай мы это самое по плану все все все все все да не отвлекаю давай вот вот Смотрите, вот этот примерчик, он не сильно показательный в плане изменения кода, но здесь можно заметить, что одиннестники на самом деле взяли и, по сути, вот они тут поправили этот самый, выравнивание вот они красненькие точки наверное вам не очень хорошо видно вот но тем не менее код не изменился было всего лишь пробелы добавлены. Ну и, соответственно, наш коллега сюда тоже вносил изменения, то есть он поправил."
SPEAKER_04,1972.9,1993.0," Соответственно, что мы делаем? И вот, соответственно, эту строчку нам предлагают порешать мы берем наше в данном случае. Ну и больше, наверное, ничего не делаем, оставляем только наш, пробелом, и тут вставлять не будем уж дополнительными это не принципиально. Будет еще другой примерчик. мерч."
SPEAKER_00,1993.0,1998.84," У. вот слушай, я правильно понял?"
SPEAKER_04,1998.94,2038.14," раз ты не вставил сюда пробелы, то при следующем обновлении опять эта строка выскочивает там на самом деле это просто наш подход к вообще к несению изменений что мы комментируем, причем как можно более короткий участок кода типовой, да, обрамляем это комментариями и потом вставляем наш измененный код. То это просто ну как соглашение такое у нас внутри что мы дорабатываем таким образом. То есть мы оставляем и типовой код, не венающим изменения в типовой мы его оставляем комментируем и рядом пишем свой измененный, Потому что, ну, опять же, это, так сказать, для истории."
SPEAKER_04,2039.22,2051.6," Ну и у нас далеко не все пользуются ГИТОМ, для всех все еще, к моему большому сожалению, но процесс внедрения этих технологий не не очень быстро развивается вот здесь хорошая Вот здесь хороший пример."
SPEAKER_04,2056.86,2058.2," Он, кстати, супруга дорабатывал, что характерно."
SPEAKER_04,2062.54,2099.16," Вот здесь добавили еще одну строчечку одинестники. Так, мы возьмем для начала тебе работы, которые были внесены, а дальше мы внесем исправление просто ручками. Прям возьмем, ставим сюда добавленный 1SM код. Не забудем в связи с тем, что я сказал только что, добавить этот же код в документировчном режиме решенный конфликт. А вот Вот еще разочек, нажми, пожалуйста, здесь cancel. Вот просто"
SPEAKER_00,2099.16,2114.94," для тебя это очевидно, не для всех очевидно. Вот первые три строки, это были три строки типового решения, да, вот после бит вы прям их все комментируете а потом уже пошел ваш код. То есть вы по сути три строки типовых обернули в если."
SPEAKER_04,2131.18,2158.0," Ну, да. ну да но это конкретно такая задача была, то есть там от какого-то условия применяются вот эти вот поля прослеживания. То есть, и, например, если бы вы в ЕСЛИ завернули 10 строк, вы бы тоже самое их закомментировали. Здесь я просто, ну, я делаю быстро, потому что я приблизительно понимаю, что происходит. То есть я немножечко в контексте нахожусь. То есть понятно, что могут быть достаточно серьезные изменения, над которыми действительно надо подумать, Вопрос. Вопрос. Вопрос. Вопрос. Вопрос. Вот. Иногда бывают приятные бонусы. Когда ты исправлял ошибку в типовой, а она с типовой исправленная прилетела, тогда можно убрать свои комментарии радостные оставить полностью типовой код. Очень приятно. Угу."
SPEAKER_00,2158.0,2169.0," Так, что тут у нас еще есть? А что вот это за файлики появляются с вопросиками? Ну ладно, потом посмотрим на них."
SPEAKER_04,2169.0,2178.74," А, это сохраняется, то есть эта штука, скажем так, из... из древних времен."
